Title,Subject,List,"Send Date","Send Weekday","Total Recipients","Successful Deliveries","Soft Bounces","Hard Bounces","Total Bounces","Times Forwarded","Forwarded Opens","Unique Opens","Open Rate","Total Opens","Unique Clicks","Click Rate","Total Clicks",Unsubscribes,"Abuse Complaints","Times Liked on Facebook","Folder Id","Unique Id","Analytics ROI","Campaign Cost","Revenue Created",Visits,"New Visits",Pages/Visit,"Bounce Rate","Time on Site","Goal Conversion Rate","Per Visit Goal Value",Transactions,"Ecommerce Conversion Rate","Per Visit Value","Average Value"
" (copy 06)","❸...❷...❶ Go! 12"" Bully blowout now available.  Will go fast!",PetFlow,"Apr 29, 2013 10:18 am",Monday,165550,165423,86,41,127,1,0,17483,10.57%,22655,1425,0.86%,1867,290,52,0,0,ad8e689f39,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 06)","Secret Free Shipping deal inside - 3 hours only!",PetFlow,"Apr 27, 2013 11:37 am",Saturday,165530,165412,81,37,118,0,0,18233,11.02%,23335,1432,0.87%,1791,238,50,0,0,695bd6c0f6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"LED Pet Safety Lights to keep your pet safe.","If you let your pets outside, please read this..",PetFlow,"Apr 25, 2013 11:29 am",Thursday,165170,165032,90,48,138,9,4,20917,12.67%,28299,1683,1.02%,2075,241,39,0,0,8fd647aff0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 06)","If you let your pets outside, please read this..","PetFlow Recurring Customers","Apr 24, 2013 05:59 pm",Wednesday,45320,45277,34,9,43,7,3,15121,33.40%,23019,1784,3.94%,2214,81,14,0,0,f3d2a9b563,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Please make your choice!","Please make your choice!",PetFlow,"Apr 24, 2013 01:33 pm",Wednesday,164803,164677,89,37,126,3,1,23797,14.45%,31894,1559,0.95%,1910,307,47,0,0,00a707af0a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 06)","You missed this: 2 Massive blowouts currently available. Up to 80% off.",PetFlow,"Apr 23, 2013 10:18 am",Tuesday,145078,144959,86,33,119,2,1,10375,7.16%,13330,1213,0.84%,1480,276,39,0,0,51a686fd32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Important message from Spoiled Rotten.","Important message from Spoiled Rotten.",,"Apr 22, 2013 05:33 pm",Monday,4060,4025,12,23,35,1,1,2359,58.61%,5574,536,13.32%,627,14,0,0,0,a540023840,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
" (copy 05)","2 Massive blowouts currently available. Up to 80% off.","PetFlow Recurring Customers","Apr 22, 2013 12:41 pm",Monday,45463,45408,32,23,55,3,1,13088,28.82%,18284,1714,3.77%,2113,116,11,0,0,38afd56882,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"2 Massive blowouts currently available. Up to 80% off.","2 Massive blowouts currently available. Up to 80% off.",PetFlow,"Apr 22, 2013 12:35 pm",Monday,165258,164981,102,175,277,6,3,22498,13.64%,29880,2145,1.30%,2702,312,45,0,0,08541f3454,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Save up to $20 today.  Details inside. Starts at NOON Eastern!","Save up to $20 today.  Details inside. Starts at NOON Eastern!",PetFlow,"Apr 19, 2013 12:10 pm",Friday,164295,164115,118,62,180,3,1,19664,11.98%,26852,1717,1.05%,2215,266,37,0,0,1d42045733,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Shirt Sale (copy 03)","3D Shirt Sale - 48 hours only. You have to see these!",PetFlow,"Apr 18, 2013 11:25 am",Thursday,163981,163797,110,74,184,1,2,18763,11.46%,25609,2815,1.72%,3817,252,52,0,0,42ac412c66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Shirt Sale (copy 02)","3D Shirt Sale - 48 hours only. You have to see these!","PetFlow Recurring Customers","Apr 17, 2013 02:01 pm",Wednesday,45618,45568,24,26,50,0,0,10018,21.98%,14796,2210,4.85%,3012,105,16,0,0,482b9b1b75,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Wellness Food on sale!","BIG BAG SALE!  48 hours only!",PetFlow,"Apr 17, 2013 11:49 am",Wednesday,162563,162346,114,103,217,1,0,18933,11.66%,24102,1483,0.91%,1762,271,44,0,0,dc14e15356,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
" (copy 04)","Secret Free Shipping deal inside - 3 hours only!",PetFlow,"Apr 15, 2013 10:03 am",Monday,162348,162132,104,112,216,1,0,17231,10.63%,22937,1657,1.02%,2082,277,29,0,0,20c00561b3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"$0.99-$1.99 for incredible free-range Buffalo Treats (GRAIN FREE!)","$0.99-$1.99 for incredible free-range Buffalo Treats (GRAIN FREE!)",PetFlow,"Apr 12, 2013 10:12 am",Friday,162079,161834,118,127,245,2,0,17312,10.70%,22899,1849,1.14%,3307,302,68,0,0,245aa861f5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 04)","9 Blowouts launching 10AM ET.  Look inside, please hurry.","PetFlow Recurring Customers","Apr 11, 2013 10:16 am",Thursday,45850,45783,35,32,67,0,0,11100,24.24%,14979,1255,2.74%,1695,160,15,0,0,7fabb3c9f8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"2 New trials launching at 11:30AM ET.  Look inside.","2 New trials launching at 11:30AM ET.  Look inside.",PetFlow,"Apr 10, 2013 11:32 am",Wednesday,159776,159608,110,58,168,46,30,20297,12.72%,26786,1752,1.10%,2368,275,45,0,0,f467fe7f17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Dogswell Survey","Important message from Dogswell/Nutrisca.",,"Apr 09, 2013 04:12 pm",Tuesday,4269,4210,18,41,59,0,0,1722,40.90%,2927,539,12.80%,626,16,2,0,0,87e1a2c905,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Spoiled Rotten April is here! (copy 01)","Spoiled Rotten ready to ship!",PetFlow,"Apr 08, 2013 09:58 pm",Monday,160222,160087,114,21,135,1,0,21755,13.59%,27258,978,0.61%,1217,375,42,0,0,597d58a104,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Spoiled Rotten April is here!","Spoiled Rotten ready to ship!","PetFlow Recurring Customers","Apr 08, 2013 01:40 pm",Monday,46127,46038,57,32,89,1,1,13640,29.63%,18537,898,1.95%,1052,229,15,0,0,ae0376b7d4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Huge discount - 48 hours only. First 300 customers.","Huge discount - 48 hours only. First 300 customers.",PetFlow,"Apr 08, 2013 10:23 am",Monday,160116,159897,135,84,219,0,0,19846,12.41%,25009,1100,0.69%,1312,271,43,0,0,a8d53d3780,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 04) (copy 01)","Bullies & Dr. Dental back in stock. 60-72% off.  Hurry!",PetFlow,"Apr 05, 2013 11:41 am",Friday,156475,156328,105,42,147,2,0,16733,10.70%,21021,1068,0.68%,1502,269,56,0,0,4d7759f357,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 04)","Bullies & Dr. Dental back in stock. 60-72% off.  Hurry!","PetFlow Recurring Customers","Apr 05, 2013 11:33 am",Friday,45025,44937,75,13,88,0,0,9102,20.26%,12043,821,1.83%,1080,133,18,0,0,fe2c86111a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Made in USA treat sale - 60% off.","Made in USA treat sale - 60% off.",PetFlow,"Apr 04, 2013 07:30 am",Thursday,156159,156035,98,26,124,0,0,16888,10.82%,20496,766,0.49%,1012,304,64,0,0,cf62a0096e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 04)","80% off deal on Buffalo Ears & Cat food trial.  First 200 customers!",PetFlow,"Apr 03, 2013 07:30 am",Wednesday,156389,156150,103,136,239,2,1,16871,10.80%,21260,1352,0.87%,1937,294,53,0,0,754588553e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Private 80% off deal on Buffalo Ears & More (DO NOT FORWARD)","Private 80% off deal on Buffalo Ears & More (DO NOT FORWARD)","PetFlow Recurring Customers","Apr 02, 2013 04:20 pm",Tuesday,45175,45086,78,11,89,0,0,11940,26.48%,16791,1867,4.14%,2655,116,15,0,0,5cbd86c9c3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"2 New Sales at up to 70% off! Buffalo Paddywacks & Jerky Treats! Hurry!","2 New Sales at up to 70% off! Buffalo Paddywacks & Jerky Treats! Hurry!",PetFlow,"Apr 02, 2013 08:00 am",Tuesday,150638,150510,89,39,128,1,2,15698,10.43%,19181,825,0.55%,1214,251,58,0,0,c3c5b8cf7f,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
" (copy 03)","❸...❷...❶ Go! 12"" Bully blowout now available.  Will go fast!",,"Apr 01, 2013 05:47 pm",Monday,2718,2695,18,5,23,0,0,408,15.14%,486,25,0.93%,33,29,22,0,0,0d2f2dcd13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 03)","❸...❷...❶ Go! 12"" Bully blowout now available.  Will go fast!","PetFlow Recurring Customers","Apr 01, 2013 10:13 am",Monday,45377,45268,82,27,109,0,0,10361,22.89%,15305,1385,3.06%,1817,148,33,0,0,5e4f4b994e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Perfect for spring at 25-45% off!","Perfect for spring at 25-45% off!",PetFlow,"Apr 01, 2013 08:00 am",Monday,150998,150884,96,18,114,1,0,16732,11.09%,21386,1393,0.92%,1662,278,31,0,0,8662532c59,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"❸...❷...❶ Go! 12"" Bully blowout now available.  Will go fast!","❸...❷...❶ Go! 12"" Bully blowout now available.  Will go fast!",PetFlow,"Mar 30, 2013 10:26 am",Saturday,151407,151225,109,73,182,3,1,18679,12.35%,24688,1659,1.10%,2189,261,53,0,0,464d4ef2e4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"New Deals Live: Up to 66% off.  Please hurry!","New Deals Live: Up to 66% off.  Please hurry!",PetFlow,"Mar 29, 2013 04:12 pm",Friday,150378,150241,117,20,137,0,0,18755,12.48%,23765,1441,0.96%,1809,262,56,0,0,4aa221c262,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"6 Blowouts just published for our customers. See inside.","6 Blowouts just published for our customers. See inside.","PetFlow Recurring Customers","Mar 28, 2013 06:15 pm",Thursday,45628,45480,93,55,148,0,0,13760,30.26%,20341,2900,6.38%,4447,199,16,0,0,e86d20dbd4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"New trials just published. Hurry please.","New trials just published. Hurry please.",PetFlow,"Mar 28, 2013 12:03 pm",Thursday,150792,150584,124,84,208,0,0,18063,12.00%,23098,2162,1.44%,2896,301,50,0,0,55ad2328f7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Massive 24 blowout.  Must see inside.","Massive 24 blowout.  Must see inside.",PetFlow,"Mar 27, 2013 08:00 am",Wednesday,148874,148725,104,45,149,0,0,17816,11.98%,23547,1924,1.29%,2679,1,44,0,0,94c4306870,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"One big way to say - TODAY ONLY!","One big way to say - TODAY ONLY!",PetFlow,"Mar 25, 2013 11:28 am",Monday,148852,148709,98,45,143,1,3,17553,11.80%,22110,962,0.65%,1152,307,35,0,0,b7e86d5c8e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
" (copy 02)","Secret Free Shipping deal inside - 3 hours only!",PetFlow,"Mar 22, 2013 02:02 pm",Friday,148648,148455,125,68,193,0,0,18228,12.28%,23928,1556,1.05%,1846,332,63,0,0,879c739850,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Dog owners and cat owners - must read.","Dog owners and cat owners - must read.",PetFlow,"Mar 19, 2013 02:15 pm",Tuesday,147880,147752,96,32,128,1,2,24210,16.39%,33483,3775,2.55%,4713,296,50,0,0,ce6b379d84,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"$15 off (Biggest discount ever)","Today ONLY: $15 off - Please hurry.",PetFlow,"Mar 18, 2013 11:24 am",Monday,148329,148101,103,125,228,1,0,19155,12.93%,25389,1637,1.11%,2115,289,54,0,0,9cd21b98e1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"66% off for 48 hours - please hurry.","66% off for 48 hours - please hurry.",PetFlow,"Mar 14, 2013 10:18 am",Thursday,144733,144573,95,65,160,1,0,18052,12.49%,22554,1505,1.04%,1841,301,64,0,0,282f4001dd,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 02)","March boxes going out right now.",PetFlow,"Mar 13, 2013 02:30 pm",Wednesday,144030,143905,94,31,125,0,0,17083,11.87%,20707,644,0.45%,757,305,44,0,0,d581d3c9f0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"March boxes going out right now.","March boxes going out right now.","PetFlow Recurring Customers","Mar 13, 2013 02:27 pm",Wednesday,44120,43977,71,72,143,3,1,14658,33.33%,19923,1065,2.42%,1183,226,28,0,0,e0e4d1b875,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 02)","Secret Free Shipping deal inside - Last few hours.",PetFlow,"Mar 11, 2013 10:44 pm",Monday,131010,130885,94,31,125,0,0,9119,6.97%,11468,932,0.71%,1062,200,49,0,0,a68a9e92d6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Secret Free Shipping deal inside - 3 hours only!","Secret Free Shipping deal inside - 3 hours only!",PetFlow,"Mar 11, 2013 09:00 am",Monday,144671,144471,108,92,200,0,0,16059,11.12%,21329,1565,1.08%,1938,270,29,0,0,43f28646f7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Spoiled Rotten","Your spoiled rotten box is ready!",PetFlow,"Mar 06, 2013 10:16 am",Wednesday,143842,143628,126,88,214,1,2,21358,14.87%,27642,1575,1.10%,1930,387,40,0,0,269074ce28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"March 4th deal","Up to 25% off deal inside *48 hrs only*",PetFlow,"Mar 04, 2013 08:41 am",Monday,143724,143497,134,93,227,0,0,17423,12.14%,22452,1483,1.03%,1856,334,56,0,0,e3994423c6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Nutrisca (copy 01)","Grain-Free Lamb Trial available NOW.  Hurry. (100 left)",PetFlow,"Feb 27, 2013 09:19 am",Wednesday,127547,127406,116,25,141,0,0,7656,6.01%,9734,1130,0.89%,1435,236,47,0,0,30ff3f6392,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Nutrisca,"Grain-Free Lamb Trial available NOW.  Hurry.",PetFlow,"Feb 26, 2013 11:18 am",Tuesday,142978,142764,156,58,214,0,0,17478,12.24%,22940,2273,1.59%,2887,308,66,0,0,bfaaa17031,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"The top 6 reasons to smile today.   Inside!","The top 6 reasons to smile today.   Inside!",PetFlow,"Feb 25, 2013 02:43 pm",Monday,140931,140739,108,84,192,19,44,17179,12.21%,25737,1550,1.10%,2151,281,66,0,0,de6c9f627e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Pet Happiness inside :)","Pet Happiness inside :)",PetFlow,"Feb 21, 2013 08:30 am",Thursday,140288,140066,105,117,222,1,0,17221,12.29%,21356,969,0.69%,1186,379,46,0,0,1831dbe3a0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 02)","TODAY: President's Day Blowout inside",PetFlow,"Feb 19, 2013 08:00 am",Tuesday,126613,126506,94,13,107,0,0,6298,4.98%,7827,491,0.39%,613,153,38,0,0,a00ab460b5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"TODAY: President's Day Blowout inside","TODAY: President's Day Blowout inside",PetFlow,"Feb 18, 2013 10:01 am",Monday,137197,137059,85,53,138,0,0,12324,8.99%,15880,1077,0.79%,1441,240,66,0,0,a65fa31bd4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 02)","Your spoiled rotten package.",PetFlow,"Feb 14, 2013 02:29 pm",Thursday,136762,136673,78,11,89,2,1,19809,14.49%,29769,1632,1.19%,2026,296,54,0,0,48307cded1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Your spoiled rotten package.","Your spoiled rotten package.","PetFlow Recurring Customers","Feb 14, 2013 11:12 am",Thursday,41011,40897,70,44,114,1,3,12691,31.03%,18117,1188,2.90%,1446,229,26,0,0,c4dc91453f,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Big Bag Sale (copy 02)","Up to 20% off on BIG BAGS! Last day.",PetFlow,"Feb 14, 2013 10:49 am",Thursday,126347,126246,80,21,101,0,0,8068,6.39%,10304,649,0.51%,899,157,43,0,0,6b8db0c157,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Big Bag Sale (copy 02)","Up to 20% off on BIG BAGS! Details inside!",PetFlow,"Feb 13, 2013 05:44 pm",Wednesday,137229,137053,73,103,176,0,0,13894,10.14%,18299,1270,0.93%,1768,231,46,0,0,00021f7d17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 02) (copy 01)","Secret Free Shipping Deal - 48 hours only.",,"Feb 13, 2013 11:11 am",Wednesday,2771,2727,16,28,44,0,0,315,11.55%,471,81,2.97%,102,15,9,0,0,78d32aa1e7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 02)","Secret Free Shipping Deal - 48 hours only.",PetFlow,"Feb 11, 2013 09:39 am",Monday,134625,134472,106,47,153,1,2,14066,10.46%,19339,1781,1.32%,2189,238,46,0,0,4413716e11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Exclusive Cat and Dog Trial - First 200 customers only.","Exclusive Cat and Dog Trial - First 200 customers only.",PetFlow,"Feb 07, 2013 04:30 pm",Thursday,134237,134074,102,61,163,2,2,17568,13.10%,22861,1664,1.24%,2462,289,45,0,0,a6cb276f10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"1 Tip (copy 01)","1 tip to keep your cat or dog happy.","PetFlow Recurring Customers","Feb 07, 2013 12:37 pm",Thursday,39427,39352,60,15,75,0,0,10513,26.72%,13456,610,1.55%,728,174,12,0,0,e4acedd7aa,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"1 Tip","1 tip to keep your cat or dog happy.",PetFlow,"Feb 06, 2013 12:38 pm",Wednesday,134102,133977,74,51,125,1,0,17042,12.72%,21214,942,0.70%,1099,306,49,1,0,9287d332bc,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Flash (copy 01)","Blowout - 24 hrs left.",PetFlow,"Feb 05, 2013 02:16 pm",Tuesday,121978,121762,190,26,216,0,0,6347,5.21%,8380,961,0.79%,1201,195,31,0,0,da1021ce3b,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Flash,"Flash sale - 8 items, up to 75% off.",PetFlow,"Feb 04, 2013 11:22 am",Monday,134670,134457,130,83,213,0,0,14171,10.54%,18998,1698,1.26%,2355,227,49,0,0,7bf45f44c3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Today's blowouts inside.  Limited quantities.","Today's blowouts inside.  Limited quantities.",PetFlow,"Jan 31, 2013 02:36 pm",Thursday,119908,119776,117,15,132,0,0,7980,6.66%,10820,1098,0.92%,1512,216,44,0,0,d95ba99358,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"40% off for 48 hours.","40% off for 48 hours.","PetFlow Recurring Customers","Jan 31, 2013 12:04 pm",Thursday,41519,41420,71,28,99,1,0,14029,33.87%,20284,1647,3.98%,2152,157,15,0,0,3133f32b02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 02)","Secret Free Shipping Promo - 24 hours only.",PetFlow,"Jan 30, 2013 12:01 pm",Wednesday,134050,133875,124,51,175,0,0,15825,11.82%,21321,2107,1.57%,2641,268,64,0,0,1248f6e7fe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Up to 25% off January","Save up to 25% today with this coupon code.",PetFlow,"Jan 28, 2013 10:50 am",Monday,133644,133413,118,113,231,0,0,16071,12.05%,21811,1494,1.12%,1955,313,61,0,0,78de790c75,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 02)","Secret Free Shipping Deal - Last 24 hrs.",PetFlow,"Jan 23, 2013 10:26 am",Wednesday,116557,116468,73,16,89,0,0,6303,5.41%,7837,831,0.71%,1064,235,78,0,0,6ff917398a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"(copy 02)","Free Shipping - Last 24 hrs.","PetFlow Recurring Customers","Jan 23, 2013 08:47 am",Wednesday,30084,29981,53,50,103,0,0,3950,13.18%,5458,868,2.90%,1059,94,18,0,0,2aef0a1eaf,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
" (copy 01)","Secret Free Shipping Deal.",PetFlow,"Jan 22, 2013 04:03 pm",Tuesday,129927,129805,73,49,122,1,1,15664,12.07%,21142,2041,1.57%,2562,259,43,0,0,0f57e2bd69,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Free Shipping for 48 hours.","Free Shipping for 48 hours.","PetFlow Recurring Customers","Jan 22, 2013 11:36 am",Tuesday,39259,39134,71,54,125,0,0,11460,29.28%,18096,2780,7.10%,3600,103,16,0,0,b9296f1065,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Natural Balance Big Bag Sale! (copy 01)","Natural Balance BIG BAG Sale - 36 hours only!",PetFlow,"Jan 21, 2013 03:26 pm",Monday,14336,14332,2,2,4,0,0,7952,55.48%,9779,268,1.87%,317,57,8,0,0,566495d337,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"50% off - First 125 customers.","50% off - First 125 customers.",PetFlow,"Jan 20, 2013 04:37 pm",Sunday,129897,129814,62,21,83,0,0,18475,14.23%,22997,1177,0.91%,1455,251,61,0,0,c9f6b8562b,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Natural Balance Big Bag Sale!","Natural Balance BIG BAG Sale - 36 hours only!",PetFlow,"Jan 18, 2013 04:29 pm",Friday,130254,130129,62,63,125,1,0,15691,12.06%,20116,1410,1.08%,1671,247,58,0,0,039a92b31e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Pee pads","Need pee pads? 72% off sale.  Hurry, 2500 in stock.",PetFlow,"Jan 16, 2013 05:16 pm",Wednesday,129498,129404,61,33,94,3,1,16080,12.43%,21631,1599,1.24%,1933,227,61,0,0,c2441fdebb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Treat Blowout (copy 01)","Treat Blowout - Up to 75% off for 3 hrs (last chance)",PetFlow,"Jan 15, 2013 08:19 am",Tuesday,113310,113221,50,39,89,0,0,5944,5.25%,7290,581,0.51%,708,213,58,0,0,9a65e0a97f,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Treat Blowout","Treat Blowout - Up to 75% off for 3 hrs.",PetFlow,"Jan 13, 2013 06:39 pm",Sunday,130252,130100,85,67,152,0,0,18259,14.03%,23760,1786,1.37%,2259,329,68,0,0,014aaed371,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"2 Premium product trials for you. 200 available.","2 Premium product trials for you. 200 available.",PetFlow,"Jan 10, 2013 04:05 pm",Thursday,130245,130162,75,8,83,3,0,17677,13.58%,21994,1050,0.81%,1350,411,59,0,0,be726f6f5a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
