Title,Subject,List,"Send Date","Send Weekday","Total Recipients","Successful Deliveries","Soft Bounces","Hard Bounces","Total Bounces","Times Forwarded","Forwarded Opens","Unique Opens","Open Rate","Total Opens","Unique Clicks","Click Rate","Total Clicks",Unsubscribes,"Abuse Complaints","Times Liked on Facebook","Folder Id","Unique Id","Analytics ROI","Campaign Cost","Revenue Created",Visits,"New Visits",Pages/Visit,"Bounce Rate","Time on Site","Goal Conversion Rate","Per Visit Goal Value",Transactions,"Ecommerce Conversion Rate","Per Visit Value","Average Value"
"Save 15% on Blue Buffalo","Huge Deal: Save Big on Blue Buffalo","Brand Lists","Feb 06, 2014 06:46 pm",Thursday,19589,19560,24,5,29,0,0,3310,16.92%,4820,347,1.77%,437,76,8,0,0,228f9c31c7,"96,427.86%",$7.03,"$6,778.44",474,136,14.333333333333,0.84%,04:57,49.37%,$0.00,78,16.46%,$14.30,$86.90
"Save 15% on California Natural","Huge Deal: Save Big on California Natural","Brand Lists","Feb 06, 2014 06:44 pm",Thursday,2260,2248,7,5,12,0,0,375,16.68%,552,44,1.96%,54,6,1,0,0,b126ace623,"154,313.52%",$0.81,"$1,251.49",53,13,18.679245283019,0.00%,07:04,101.89%,$0.00,18,33.96%,$23.61,$69.53
"Save 15% on Taste of the Wild","Huge Deal: Save Big on Taste of the Wild","Brand Lists","Feb 06, 2014 06:42 pm",Thursday,8443,8424,15,4,19,1,0,1553,18.44%,2564,301,3.57%,423,30,4,0,0,96904d83ea,"285,243.04%",$3.03,"$8,642.25",418,118,15.861244019139,0.48%,06:51,70.33%,$0.00,98,23.44%,$20.68,$88.19
"Save 15% on Canidae","Huge Deal: Save Big on Canidae","Brand Lists","Feb 06, 2014 06:38 pm",Thursday,12490,12468,17,5,22,0,0,1980,15.88%,2573,114,0.91%,146,39,4,0,0,93206156cb,"43,126.40%",$4.48,"$1,932.95",153,31,13.398692810458,0.65%,04:56,47.06%,$0.00,24,15.69%,$12.63,$80.54
"Save 15% on Natural Balance","Huge Deal: Save Big on Natural Balance","Brand Lists","Feb 06, 2014 06:36 pm",Thursday,10816,10796,13,7,20,0,0,1903,17.63%,2808,190,1.76%,221,35,6,0,0,487c95f41b,"69,592.47%",$3.88,"$2,701.12",240,59,12.2875,0.83%,03:43,40.00%,$0.00,32,13.33%,$11.25,$84.41
"Save 15% on Welnness","Huge Deal: Save Big on Wellness","Brand Lists","Feb 06, 2014 06:33 pm",Thursday,13085,13066,14,5,19,0,0,2336,17.88%,3623,260,1.99%,352,44,6,0,0,a60fa509ea,"114,959.96%",$4.70,"$5,398.03",398,105,13.811557788945,3.77%,04:09,46.73%,$0.00,62,15.58%,$13.56,$87.07
"15% off EVO","Huge Deal: Save Big on Evo","Brand Lists","Feb 06, 2014 06:29 pm",Thursday,5130,5115,11,4,15,0,0,796,15.56%,1067,60,1.17%,74,16,1,0,0,c3efd3882b,"44,070.62%",$1.84,$811.30,72,19,14.652777777778,0.00%,06:34,45.83%,$0.00,11,15.28%,$11.27,$73.75
"$4.17 Credit - November 19th (copy 01)","Your Credit Expires Tonight.  Please See Inside.","PetFlow Recurring Customers","Feb 06, 2014 08:00 am",Thursday,50537,50507,29,1,30,3,3,9924,19.65%,13856,1002,1.98%,1237,45,13,0,0,42b9d74e4d,"52,058.78%",$18.14,"$9,441.01",1274,294,15.815541601256,1.65%,06:51,40.50%,$0.00,172,13.50%,$7.41,$54.89
"$4.17 Credit - November 19th (copy 01)","Your Credit Expires Tonight.  Please See Inside.",PetFlow,"Feb 05, 2014 06:18 pm",Wednesday,291949,291165,755,29,784,12,2,34945,12.00%,47798,3103,1.07%,3899,213,71,0,0,b7aea3c77b,"20,689.17%",$104.77,"$21,675.30",3821,1075,13.274273750327,2.28%,06:36,33.05%,$0.00,419,10.97%,$5.67,$51.73
"Spoiled Rotten Feb. 5, 2014 (copy 01)","Huge savings on Spoiled Rotten. See Inside.","PetFlow Recurring Customers","Feb 05, 2014 11:39 am",Wednesday,51049,51014,28,7,35,2,4,7834,15.36%,9744,226,0.44%,255,56,8,0,0,8ca641a6e0,702.60%,$18.32,$128.71,86,26,13.639534883721,2.33%,05:36,10.47%,$0.00,3,3.49%,$1.50,$42.90
"Spoiled Rotten Feb. 5, 2014","Huge savings on Spoiled Rotten. See Inside.",PetFlow,"Feb 05, 2014 11:35 am",Wednesday,292734,292544,155,35,190,8,2,26330,9.00%,33166,743,0.25%,881,258,36,0,0,cc953ea45c,350.21%,$105.05,$367.89,118,38,10.322033898305,0.00%,04:00,15.25%,$0.00,6,5.08%,$3.12,$61.32
"Bacon Twists (copy 01)","Just Published: 99% off Bacon Twists! Please Hurry","PetFlow Recurring Customers","Feb 04, 2014 06:50 pm",Tuesday,44263,44240,17,6,23,1,0,7405,16.74%,9630,430,0.97%,523,39,7,0,0,92bc079fd4,"20,508.56%",$15.88,"$3,257.55",588,110,14.27380952381,1.19%,06:58,31.63%,$0.00,62,10.54%,$5.54,$52.54
"Bacon Twists","Just Published: 99% off Bacon Twists! Please Hurry",PetFlow,"Feb 04, 2014 06:48 pm",Tuesday,276893,276755,98,40,138,6,3,28220,10.20%,37999,1968,0.71%,2415,260,68,0,0,6d3367e7a9,"9,567.52%",$99.36,"$9,506.62",2477,612,12.12071053694,2.10%,06:14,25.19%,$0.00,207,8.36%,$3.84,$45.93
"$4.17 Credit - November 19th (copy 01)","Don't Miss This: A Credit Has Been Added To Your Account",PetFlow,"Feb 03, 2014 08:45 pm",Monday,275405,275264,85,56,141,21,10,34824,12.65%,49912,2489,0.90%,3012,221,58,0,0,c1b5c976b1,"13,066.23%",$98.83,"$12,913.30",3056,931,11.883835078534,2.62%,05:30,22.25%,$0.00,251,8.21%,$4.23,$51.45
"$4.17 Credit - November 19th (copy 01)","Don't Miss This: A Credit Has Been Added To Your Account","PetFlow Recurring Customers","Feb 03, 2014 08:45 pm",Monday,49135,49106,23,6,29,4,3,11929,24.29%,17038,998,2.03%,1178,39,8,0,0,0f4969e039,"52,461.93%",$17.63,"$9,250.18",1360,310,13.479411764706,3.82%,05:20,28.75%,$0.00,149,10.96%,$6.80,$62.08
"$4.17 Credit - November 19th (copy 01)","A Credit Has Been Added To Your Account",LifeScript,"Feb 03, 2014 07:58 pm",Monday,63134,63086,20,28,48,6,6,7215,11.44%,10308,646,1.02%,757,104,25,0,0,dc9becd289,"2,320.69%",$22.66,$525.77,715,384,7.3370629370629,1.40%,03:55,5.87%,$0.00,17,2.38%,$0.74,$30.93
"$4.17 Credit - November 19th (copy 01)","Don't Miss This: A Credit Has Been Added To Your Account","Lifescript 2","Feb 03, 2014 07:57 pm",Monday,88254,88203,38,13,51,7,3,8252,9.36%,12363,662,0.75%,791,149,40,0,0,ef70857cec,732.36%,$31.67,$231.94,755,388,6.994701986755,1.99%,04:08,2.78%,$0.00,8,1.06%,$0.31,$28.99
"$4.17 Credit - November 19th (copy 01)","Don't Miss This: A Credit Has Been Added To Your Account","Facebook Sponsored","Feb 03, 2014 07:57 pm",Monday,7648,7639,5,4,9,2,1,1421,18.60%,2159,191,2.50%,240,28,8,0,0,bf58c43370,"31,996.38%",$2.74,$878.14,239,53,9.7824267782427,2.51%,05:04,18.83%,$0.00,18,7.53%,$3.67,$48.79
"$4.17 Credit - November 19th (copy 01)","A Credit Has Been Added To Your Account",PetFlow,"Feb 03, 2014 08:38 am",Monday,278758,278618,88,52,140,42,18,49543,17.78%,73037,5114,1.84%,6258,237,72,0,0,97d5065055,"27,790.29%",$100.03,"$27,799.40",6250,1917,11.9152,2.94%,05:28,19.41%,$0.00,551,8.82%,$4.45,$50.45
"$4.17 Credit - November 19th (copy 01)","A Credit Has Been Added To Your Account","PetFlow Recurring Customers","Feb 03, 2014 08:35 am",Monday,50886,50851,25,10,35,15,10,20308,39.94%,30916,2218,4.36%,2738,57,10,0,0,60816334e5,"86,312.41%",$18.26,"$15,761.10",2949,668,13.472702611055,1.46%,05:28,20.62%,$0.00,281,9.53%,$5.34,$56.09
"New Deals (copy 02)","20+ New Deals Just Went Live!! Up to 99% Off!","Lifescript 2","Feb 01, 2014 08:17 pm",Saturday,88449,88402,28,19,47,1,0,6834,7.73%,10186,483,0.55%,553,135,51,0,0,f7b7bd2cb3,638.34%,$31.74,$202.61,533,261,6.2945590994371,1.31%,03:11,1.88%,$0.00,5,0.94%,$0.38,$40.52
"New Deals (copy 01)","20+ New Deals Just Went Live!! Up to 99% Off!","Facebook Sponsored","Feb 01, 2014 08:16 pm",Saturday,7612,7604,7,1,8,0,0,913,12.01%,1429,153,2.01%,171,32,6,0,0,5ef2f272ff,"9,214.45%",$2.73,$251.70,163,37,9.1226993865031,1.23%,06:30,9.20%,$0.00,7,4.29%,$1.54,$35.96
"New Deals","20+ New Deals Just Went Live!! Up to 99% Off!",PetFlow,"Feb 01, 2014 08:15 pm",Saturday,291247,291082,80,85,165,10,4,31613,10.86%,45468,3805,1.31%,4344,275,68,0,0,bd7e65e4fd,"14,870.57%",$104.51,"$15,541.90",4805,1116,8.1821019771072,2.64%,04:06,9.49%,$0.00,219,4.56%,$3.23,$70.97
"Heartland (copy 01)","Private Sale Invitation: 63% off on US-Made Treats.  Hurry.",PetFlow,"Jan 31, 2014 10:54 am",Friday,274865,274732,102,31,133,5,2,25323,9.22%,32522,1101,0.40%,1326,233,53,0,0,e2b9dd0fc1,"7,463.09%",$98.64,"$7,361.28",1373,348,10.630735615441,3.06%,05:16,16.46%,$0.00,117,8.52%,$5.36,$62.92
Heartland,"Private Sale Invitation: 63% off on US-Made Treats.  Hurry.","PetFlow Recurring Customers","Jan 31, 2014 10:54 am",Friday,44100,44070,17,13,30,2,3,6959,15.79%,9000,381,0.86%,441,53,7,0,0,a7ad7c47d4,"24,774.92%",$15.83,"$3,920.72",492,112,14.538617886179,0.41%,06:33,24.39%,$0.00,58,11.79%,$7.97,$67.60
"Save 15% (copy 06)","LAST DAY: SALE on Blue Buffalo, Natural Balance, Wellness, Canidae and 100+ more brands!",PetFlow,"Jan 30, 2014 06:00 pm",Thursday,278202,278036,112,54,166,5,0,27792,10.00%,38611,2170,0.78%,2726,214,44,0,0,63ba1586ef,"20,498.58%",$99.83,"$20,464.40",2778,829,13.126709863211,2.09%,05:33,17.06%,$0.00,237,8.53%,$7.37,$86.35
"Save 15% (copy 06)","LAST DAY: SALE on Blue Buffalo, Natural Balance, Wellness, Canidae and 100+ more brands!","Brand Lists","Jan 30, 2014 07:27 am",Thursday,69998,69846,103,49,152,0,0,9625,13.78%,12882,831,1.19%,1037,273,30,0,0,0c0135a47a,"52,948.58%",$25.12,"$13,300.10",1056,372,14.97821969697,1.52%,05:50,31.63%,$0.00,164,15.53%,$12.59,$81.10
"Antlers (copy 01)","You're invited to try the healthiest treat! - Here's $5 to spend!","PetFlow Recurring Customers","Jan 29, 2014 02:58 pm",Wednesday,50933,50887,23,23,46,5,6,8892,17.47%,11748,436,0.86%,516,67,10,0,0,77e4bacda4,"11,797.31%",$18.28,"$2,156.24",595,126,12.889075630252,1.85%,05:32,9.92%,$0.00,38,6.39%,$3.62,$56.74
"Antlers (copy 01)","You're invited to try the healthiest treat! - Here's $5 to spend!","Pet Deals","Jan 29, 2014 02:57 pm",Wednesday,17113,17103,5,5,10,0,0,1331,7.78%,1748,34,0.20%,43,21,9,0,0,348248ba74,0.00%,$6.14,$0.00,37,16,9.1621621621622,2.70%,03:49,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Antlers (copy 01)","You're invited to try the healthiest treat! - Here's $5 to spend!",LifeScript,"Jan 29, 2014 02:57 pm",Wednesday,63231,63203,18,10,28,0,0,3899,6.17%,5456,60,0.09%,70,41,15,0,0,e16177fb6b,0.00%,$22.69,$0.00,54,30,6.2407407407407,3.70%,01:58,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Antlers (copy 10)","You're invited to try the healthiest treat! - Here's $5 to spend!","Special Products Customers","Jan 29, 2014 02:56 pm",Wednesday,68082,67998,55,29,84,4,5,12552,18.46%,17293,784,1.15%,955,229,39,0,0,bae52e4dee,"23,312.07%",$24.43,"$5,695.45",1003,264,13.209371884347,3.19%,05:42,14.96%,$0.00,94,9.37%,$5.68,$60.59
"Antlers (copy 08)","You're invited to try the healthiest treat! - Here's $5 to spend!","Pet Deals 2","Jan 29, 2014 02:56 pm",Wednesday,8749,8741,6,2,8,1,0,1120,12.81%,1441,37,0.42%,40,24,4,0,0,a072fa5acf,825.27%,$3.14,$25.91,41,19,7.0731707317073,7.32%,03:13,2.44%,$0.00,1,2.44%,$0.63,$25.91
"Antlers (copy 07)","You're invited to try the healthiest treat! - Here's $5 to spend!","Lifescript 2","Jan 29, 2014 02:55 pm",Wednesday,88666,88625,24,17,41,1,1,6004,6.77%,8015,103,0.12%,116,119,35,0,0,d145023f88,277.30%,$31.82,$88.23,115,66,5.7826086956522,4.35%,02:37,1.74%,$0.00,2,1.74%,$0.77,$44.12
"Antlers (copy 06)","You're invited to try the healthiest treat! - Here's $5 to spend!","Facebook Sponsored","Jan 29, 2014 02:54 pm",Wednesday,7647,7638,6,3,9,1,1,866,11.34%,1130,55,0.72%,74,20,7,0,0,e2899ef1b3,"5,851.74%",$2.74,$160.58,71,18,6.5492957746479,11.27%,04:14,5.63%,$0.00,4,5.63%,$2.26,$40.15
"Antlers (copy 05)","You're invited to try the healthiest treat! - Here's $5 to spend!","PetFlow Blog","Jan 29, 2014 02:53 pm",Wednesday,12405,12339,46,20,66,3,1,1324,10.73%,1786,70,0.57%,75,30,31,0,0,f0d6eb99cd,"13,492.81%",$4.45,$600.64,78,20,13.602564102564,6.41%,05:53,12.82%,$0.00,5,6.41%,$7.70,$120.13
Antlers,"You're invited to try the healthiest treat! - Here's $5 to spend!",PetFlow,"Jan 29, 2014 02:52 pm",Wednesday,274169,273990,108,71,179,8,0,27630,10.08%,36519,1143,0.42%,1402,270,54,0,0,6e6debf0c8,"3,743.96%",$98.39,"$3,683.53",1343,377,9.3723008190618,2.31%,04:32,8.34%,$0.00,77,5.73%,$2.74,$47.84
"$12 off Recur (copy 10)","Our Best Deal Is Back For 3 Days! - See inside!","Facebook Sponsored","Jan 28, 2014 11:50 am",Tuesday,7692,7680,8,4,12,0,0,848,11.04%,1216,70,0.91%,86,38,4,0,0,35d34a7473,"5,023.75%",$2.76,$138.67,81,21,11.666666666667,2.47%,04:38,13.58%,$0.00,5,6.17%,$1.71,$27.73
"$12 off Recur (copy 09)","Our Best Deal Is Back For 3 Days! - See inside!","PetFlow Blog","Jan 28, 2014 11:49 am",Tuesday,12177,12018,59,100,159,0,0,1027,8.55%,1430,136,1.13%,148,43,29,0,0,95ccfd4f8e,0.00%,$4.37,$0.00,138,41,8.0507246376812,0.72%,03:35,0.00%,$0.00,0,0.00%,$0.00,$0.00
"$12 off Recur (copy 07)","Our Best Deal Is Back For 3 Days! - See inside!","Pet Deals","Jan 28, 2014 11:48 am",Tuesday,17141,17131,10,0,10,0,0,1252,7.31%,1705,87,0.51%,92,19,5,0,0,72b6f4cfaa,0.00%,$6.15,$0.00,92,53,6.5652173913043,1.09%,02:02,0.00%,$0.00,0,0.00%,$0.00,$0.00
"$12 off Recur (copy 06)","Our Best Deal Is Back For 3 Days! - See inside!",LifeScript,"Jan 28, 2014 11:48 am",Tuesday,63317,63288,17,12,29,0,0,3810,6.02%,5365,121,0.19%,138,56,12,0,0,b955e451e5,0.00%,$22.72,$0.00,131,65,5.7709923664122,0.00%,02:43,0.00%,$0.00,0,0.00%,$0.00,$0.00
"$12 off Recur (copy 05)","Our Best Deal Is Back For 3 Days! - See inside!","Pet Deals 2","Jan 28, 2014 11:44 am",Tuesday,8774,8768,6,0,6,0,0,1062,12.11%,1421,60,0.68%,68,24,1,0,0,5bc7e6135c,0.00%,$3.15,$0.00,63,18,6.0793650793651,0.00%,02:06,0.00%,$0.00,0,0.00%,$0.00,$0.00
"$12 off Recur (copy 04)","Our Best Deal Is Back For 3 Days! - See inside!","Lifescript 2","Jan 28, 2014 11:43 am",Tuesday,88834,88800,22,12,34,1,3,5877,6.62%,7908,187,0.21%,209,133,26,0,0,3052792cca,271.82%,$31.88,$86.65,224,120,7.1116071428571,6.70%,04:07,0.89%,$0.00,2,0.89%,$0.39,$43.33
"$12 off Recur (copy 02)","Our Best Deal Is Back For 3 Days! - See inside!",PetFlow,"Jan 28, 2014 11:37 am",Tuesday,276904,276749,111,44,155,3,3,25849,9.34%,34196,1278,0.46%,1524,274,44,0,0,f1a7a53972,"7,834.29%",$99.37,"$7,784.74",1601,396,11.871330418488,3.75%,05:23,8.56%,$0.00,110,6.87%,$4.86,$70.77
"Dirty Dog Mats (copy 05)","#1 Selling Facebook Item is LIVE right now!  Please hurry, it sells out fast!!","PetFlow Recurring Customers","Jan 27, 2014 05:53 pm",Monday,50863,50838,21,4,25,3,1,8980,17.66%,12128,613,1.21%,717,63,16,0,0,c57fd109db,"1,895.71%",$18.25,$346.01,78,16,13.961538461538,1.28%,04:18,6.41%,$0.00,5,6.41%,$4.44,$69.20
"Dirty Dog Mats (copy 04)","#1 Selling Facebook Item is LIVE right now!  Please hurry, it sells out fast!!","Pet Deals","Jan 27, 2014 05:40 pm",Monday,17161,17147,9,5,14,2,2,1412,8.23%,1874,63,0.37%,69,11,9,0,0,5ab704e502,0.00%,$6.16,$0.00,4,2,8.5,0.00%,03:23,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Dirty Dog Mats (copy 03)","#1 Selling Facebook Item is LIVE right now!  Please hurry, it sells out fast!!",LifeScript,"Jan 27, 2014 05:39 pm",Monday,63376,63351,19,6,25,0,0,4313,6.81%,5698,101,0.16%,117,41,17,0,0,d3268c960d,0.00%,$22.74,$0.00,4,3,1.75,25.00%,00:01,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Dirty Dog Mats (copy 02)","#1 Selling Facebook Item is LIVE right now!  Please hurry, it sells out fast!!","Pet Deals 2","Jan 27, 2014 05:39 pm",Monday,8801,8792,7,2,9,0,0,1219,13.86%,1575,54,0.61%,64,21,6,0,0,467b7951f9,0.00%,$3.16,$0.00,3,2,4.6666666666667,0.00%,00:45,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Dirty Dog Mats (copy 01)","#1 Selling Facebook Item is LIVE right now!  Please hurry, it sells out fast!!","Lifescript 2","Jan 27, 2014 05:38 pm",Monday,88969,88931,26,12,38,4,0,6323,7.11%,8836,150,0.17%,165,100,34,0,0,d31e2ed4b9,0.00%,$31.93,$0.00,17,12,2.6470588235294,5.88%,00:42,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Dirty Dog Mats","#1 Selling Facebook Item is LIVE right now!  Please hurry, it sells out fast!!",PetFlow,"Jan 27, 2014 05:36 pm",Monday,288771,288566,132,73,205,7,6,30064,10.42%,40978,1636,0.57%,1991,236,64,0,0,a85e6cae42,411.41%,$103.63,$426.33,104,30,10.346153846154,4.81%,03:26,8.65%,$0.00,7,6.73%,$4.10,$60.90
"Save 15% (copy 06)","SALE Today on Blue Buffalo, Natural Balance, Wellness, Canidae and 100+ more brands!","Brand Lists","Jan 27, 2014 09:32 am",Monday,71849,71580,123,146,269,3,3,10480,14.64%,15173,1371,1.92%,1775,352,61,0,0,739ec7d74c,"88,918.21%",$25.78,"$22,925.90",1776,562,15.540540540541,1.91%,05:57,17.51%,$0.00,274,15.43%,$12.91,$83.67
"Just Published: 94% off deal, 600 available!","Just Published: 94% off deal, 600 available!",PetFlow,"Jan 26, 2014 06:00 pm",Sunday,288095,288005,68,22,90,9,4,31960,11.10%,43259,1523,0.53%,1936,276,74,0,0,cce89191bd,"9,094.86%",$103.38,"$9,402.57",2065,522,12.369975786925,4.16%,06:37,9.88%,$0.00,187,9.06%,$4.55,$50.28
" (copy 01)","Just Published: 94% off deal, 600 available!","PetFlow Recurring Customers","Jan 26, 2014 06:00 pm",Sunday,50765,50735,19,11,30,2,0,9486,18.70%,12734,527,1.04%,652,71,12,0,0,842b95ee7a,"25,018.19%",$18.22,"$4,557.59",773,159,14.578266494179,2.33%,06:23,10.87%,$0.00,74,9.57%,$5.90,$61.59
"Free Shipping (copy 01)","Don't Miss Out: Free Shipping Starts *NOW* - Even the sale items!",LifeScript,"Jan 26, 2014 10:46 am",Sunday,63464,63441,14,9,23,2,1,3926,6.19%,5199,125,0.20%,155,62,17,0,0,793ed96e19,314.44%,$22.77,$71.61,158,78,7.7278481012658,2.53%,03:09,1.27%,$0.00,2,1.27%,$0.45,$35.81
"Free Shipping (copy 01)","Don't Miss Out: Free Shipping Starts *NOW* - Even the sale items!","Pet Deals 2","Jan 26, 2014 10:46 am",Sunday,8838,8836,1,1,2,0,0,1110,12.56%,1481,86,0.97%,100,30,5,0,0,d865370eb1,"4,125.77%",$3.17,$130.85,97,57,10.134020618557,0.00%,03:58,4.12%,$0.00,4,4.12%,$1.35,$32.71
"Free Shipping (copy 01)","Don't Miss Out: Free Shipping Starts *NOW* - Even the sale items!","Lifescript 2","Jan 26, 2014 10:45 am",Sunday,89154,89117,25,12,37,0,0,5897,6.62%,7717,212,0.24%,271,110,34,0,0,f6a6d6a70b,383.93%,$31.99,$122.83,235,119,10.097872340426,1.28%,04:58,1.28%,$0.00,3,1.28%,$0.52,$40.94
"Free Shipping (copy 01)","Don't Miss Out: Free Shipping Starts *NOW* - Even the sale items!","Facebook Sponsored","Jan 26, 2014 10:45 am",Sunday,7730,7711,10,9,19,0,0,856,11.10%,1345,111,1.44%,130,24,8,0,0,d37c527488,"14,307.53%",$2.77,$396.88,130,34,13.7,0.77%,06:31,9.23%,$0.00,12,9.23%,$3.05,$33.07
"Free Shipping (copy 01)","Don't Miss Out: Free Shipping Starts *NOW* - Even the sale items!",PetFlow,"Jan 26, 2014 08:35 am",Sunday,288148,288024,87,37,124,6,8,25262,8.77%,34070,1898,0.66%,2314,225,60,0,0,a34bda3810,"16,297.59%",$103.40,"$16,852.10",2551,685,15.16268130145,2.08%,06:42,13.37%,$0.00,324,12.70%,$6.61,$52.01
"Save 15% on Hill's Science Diet","Save 15% on Hill's Science Diet","Lifescript 2","Jan 25, 2014 09:00 am",Saturday,89318,89281,29,8,37,1,0,5806,6.50%,7728,119,0.13%,129,142,31,0,0,e6cbf245a3,0.00%,$32.05,$0.00,133,74,7.6992481203008,0.75%,02:29,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Save 15% on Hill's Science Diet (copy 01)","Save 15% on Hill's Science Diet","Pet Deals 2","Jan 25, 2014 09:00 am",Saturday,8865,8860,3,2,5,0,0,1042,11.76%,1299,42,0.47%,46,25,1,0,0,eb0dd7f2c4,0.00%,$3.18,$0.00,45,25,8.3777777777778,0.00%,04:27,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Save 15% on Hill's Science Diet (copy 03)","Save 15% on Hill's Science Diet",LifeScript,"Jan 25, 2014 09:00 am",Saturday,63539,63512,18,9,27,1,0,3810,6.00%,4908,91,0.14%,113,59,21,0,0,7b0f41eb0f,464.01%,$22.80,$105.80,107,58,9.1588785046729,0.00%,03:04,0.93%,$0.00,1,0.93%,$0.99,$105.80
"Save 15% on Hill's Science Diet (copy 04)","Save 15% on Hill's Science Diet","Pet Deals","Jan 25, 2014 09:00 am",Saturday,17199,17189,7,3,10,0,0,1210,7.04%,1537,55,0.32%,59,24,9,0,0,bc96fdd07c,0.00%,$6.17,$0.00,59,34,9.135593220339,0.00%,02:21,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Save 15% on Hill's Science Diet (copy 05)","Save 15% on Hill's Science Diet",PetFlow,"Jan 25, 2014 09:00 am",Saturday,288047,287923,90,34,124,3,5,24958,8.67%,31451,1020,0.35%,1172,240,44,0,0,0938dd6b1d,"4,761.78%",$103.37,"$4,922.07",1352,437,11.944526627219,2.88%,03:45,5.25%,$0.00,68,5.03%,$3.64,$72.38
"Etta Says (copy 09)","Finally In Stock And Available:  $0.01 Treats - Please hurry!","Pet Deals","Jan 24, 2014 08:44 am",Friday,17229,17212,9,8,17,0,0,1308,7.60%,1781,108,0.63%,124,24,7,0,0,6a710fdc60,797.88%,$6.18,$49.33,119,78,9.1428571428571,0.00%,03:49,0.84%,$0.00,1,0.84%,$0.41,$49.33
"Etta Says (copy 08)","Finally In Stock And Available:  $0.01 Treats - Please hurry!",LifeScript,"Jan 24, 2014 08:43 am",Friday,63623,63579,30,14,44,1,2,4057,6.38%,5329,182,0.29%,221,51,22,0,0,1e92242478,896.23%,$22.83,$204.62,219,116,6.013698630137,0.46%,03:23,1.37%,$0.00,3,1.37%,$0.93,$68.21
"Etta Says (copy 07)","Finally In Stock And Available:  $0.01 Treats - Please hurry!","Product Testers","Jan 24, 2014 08:43 am",Friday,28413,28376,25,12,37,0,0,2995,10.55%,4155,366,1.29%,422,74,29,0,0,08c0fe845a,"2,810.30%",$10.20,$286.54,447,206,7.3400447427293,2.91%,03:45,1.57%,$0.00,7,1.57%,$0.64,$40.93
"Etta Says (copy 06)","Finally In Stock And Available:  $0.01 Treats - Please hurry!","Pet Deals 2","Jan 24, 2014 08:43 am",Friday,8888,8881,4,3,7,0,0,884,9.95%,1118,76,0.86%,90,17,2,0,0,ddc7ffba9a,"1,164.46%",$3.19,$37.14,78,31,8.8333333333333,0.00%,04:13,1.28%,$0.00,1,1.28%,$0.48,$37.14
"Etta Says (copy 05)","Finally In Stock And Available:  $0.01 Treats - Please hurry!","Lifescript 2","Jan 24, 2014 08:43 am",Friday,89465,89423,34,8,42,0,0,6132,6.86%,8425,292,0.33%,344,108,31,0,0,83a0beae0b,785.59%,$32.10,$252.21,324,169,8.1851851851852,1.23%,04:17,2.16%,$0.00,7,2.16%,$0.78,$36.03
"Etta Says (copy 04)","Finally In Stock And Available:  $0.01 Treats - Please hurry!","Facebook Sponsored","Jan 24, 2014 08:42 am",Friday,7768,7746,19,3,22,0,0,960,12.39%,1302,121,1.56%,139,29,6,0,0,d812c24ac8,"17,282.14%",$2.79,$481.75,140,30,10.957142857143,2.86%,05:34,10.71%,$0.00,13,9.29%,$3.44,$37.06
"Etta Says","Finally In Stock And Available:  $0.01 Treats - Please hurry!",PetFlow,"Jan 24, 2014 08:42 am",Friday,287799,287683,82,34,116,10,5,26989,9.38%,36053,2147,0.75%,2592,249,61,0,0,4b1d51014f,"8,419.47%",$103.28,"$8,695.39",2745,775,10.780692167577,3.86%,05:00,6.92%,$0.00,176,6.41%,$3.17,$49.41
"Save $8.00 on Royal Canin","Save $8.00 on Royal Canin","Lifescript 2","Jan 23, 2014 09:00 am",Thursday,89607,89564,32,11,43,0,0,5515,6.16%,7568,122,0.14%,141,103,37,0,0,51cc588eda,77.56%,$32.16,$24.94,142,66,9.2464788732394,0.00%,02:34,1.41%,$0.00,1,0.70%,$0.18,$24.94
"Save $8.00 on Royal Canin (copy 01)","Save $8.00 on Royal Canin","Pet Deals 2","Jan 23, 2014 09:00 am",Thursday,8942,8936,5,1,6,0,0,1114,12.47%,1421,41,0.46%,42,26,6,0,0,252edb75c4,"3,170.60%",$3.21,$101.74,47,30,11.808510638298,0.00%,03:53,4.26%,$0.00,2,4.26%,$2.16,$50.87
"Save $8.00 on Royal Canin (copy 02)","Save $8.00 on Royal Canin",LifeScript,"Jan 23, 2014 09:00 am",Thursday,63700,63644,30,26,56,0,0,3656,5.74%,4948,78,0.12%,93,40,12,0,0,67c5d8e5b4,245.38%,$22.86,$56.09,94,53,13.86170212766,1.06%,03:55,1.06%,$0.00,1,1.06%,$0.60,$56.09
